역명,걸리는시간
소요산,0
동두천,3
보산,2
동두천중앙,2
지행,1
덕정,4
덕계,3
양주,5
녹양,2
가능,1
의정부,2
회룡,2
망월사,2
도봉산,2
도봉,1
방학,1
창동,2
녹천,1
월계,2
광운대,2
석계,2
신이문,2
외대앞,1
회기,1
청량리,2
제기동,1
신설동,0.9
동묘앞,0.7
동대문,0.6
종로5가,0.8
종로3가,0.9
종각,0.8
시청,1
서울,1.1
남영,2
용산,2
노량진,3
대방,3
신길,2
영등포,3
신도림,2
구로,2
가산디지털단지,2
독산,3
금천구청,2
석수,3
관악,2
안양,3
명학,3
금정,3
군포,3
당정,2
의왕,3
성균관대,4
화서,3
수원,3
세류,4
병점,3
세마,4
오산대,3
오산,6
진위,3
송탄,4
서정리,3
지제,5
평택,4
성환,8
직산,4
두정,5
천안,4
봉명,2
쌍용,2
아산,2
배방,4
온양온천,4
신창,5
