역명,걸리는시간
응암,0
역촌,1.1
불광,0.8
독바위,0.9
연신내,1.4
구산,0.9
응암,1.5
새절,0.9
증산,0.9
디지털미디어시티,1.1
월드컵경기장,0.8
마포구청,0.8
망원,1
합정,0.8
상수,0.8
광흥창,0.9
대흥,1
공덕,0.9
효창공원앞,0.9
삼각지,1.2
녹사평,1.1
이태원,0.8
한강진,1
버티고개,1
약수,0.7
청구,0.8
신당,0.7
동묘앞,0.6
창신,0.9
보문,0.8
안암,0.9
고려대,0.8
월곡,1.4
상월곡,0.8
돌곶이,0.8
석계,1
태릉입구,0.8
화랑대,0.9
봉화산,0.7
신내,1.3
