역명,걸리는시간
소요산,0
동두천,3
보산,2
동두천중앙,2
지행,1
덕정,4
덕계,3
양주,5
녹양,2
가능,1
의정부,2
회룡,2
망월사,2
도봉산,2
도봉,1
방학,1
창동,2
녹천,1
월계,2
광운대,2
석계,2
신이문,2
외대앞,1
회기,1
청량리,2
제기동,1
신설동,0.9
동묘앞,0.7
동대문,0.6
종로5가,0.8
종로3가,0.9
종각,0.8
시청,1
서울,1.1
남영,2
용산,2
노량진,3
대방,3
신길,2
영등포,3
신도림,2
구로,3
구일,2
개봉,2
오류동,2
온수,2
역곡,3
소사,2
부천,1
중동,2
송내,1
부개,1
부평,2
백운,2
동암,2
간석,2
주안,2
도화,2
제물포,2
도원,2
동인천,2
인천,4
