역명,걸리는시간
발곡,0
회룡,1
범골,1
경전철의정부,1
의정부시청,1
흥선,1
의정부중앙,1
동오,1
새말,1
경기도청북부청사,1
효자,1
곤제,1
어룡,1
송산,1
탑석,1
