역명,걸리는시간
암사,0
천호,1.3
강동구청,0.9
몽촌토성,1.6
잠실,0.8
석촌,1.2
송파,0.9
가락시장,0.8
문정,0.9
장지,0.9
복정,0.9
산성,2.7
남한산성입구,1.3
단대오거리,0.8
신흥,0.8
수진,0.9
모란,1
