역명,걸리는시간
시청,0
을지로입구,0.7
을지로3가,0.8
을지로4가,0.6
동대문역사문화공원,1
신당,0.9
상왕십리,0.9
왕십리,0.8
한양대,1
뚝섬,1.1
성수,0.8
건대입구,1.2
구의,1.6
강변,0.9
잠실나루,1.8
잠실,1
잠실새내,1.2
종합운동장,1.2
삼성,1
선릉,1.3
역삼,1.2
강남,0.8
교대,1.2
서초,0.7
방배,1.7
사당,1.6
낙성대,1.7
서울대입구,1
봉천,1
신림,1.1
신대방,1.8
구로디지털단지,1.1
대림,1.1
신도림,1.8
문래,1.2
영등포구청,0.9
당산,1.1
합정,2
홍대입구,1.1
신촌,1.3
이대,0.8
아현,0.9
충정로,0.8
시청,1.1
