역명,걸리는시간
중앙보훈병원,0
둔촌오륜,2
올림픽공원,1
한성백제,2
송파나루,1
석촌,1
석촌고분,1
삼전,1
종합운동장,2
봉은사,1
삼성중앙,1
선정릉,1
언주,1
신논현,1
사평,2
고속터미널,2
신반포,2
구반포,1
동작,2
흑석,3
노들,2
노량진,2
샛강,2
여의도,2
국회의사당,2
당산,3
선유도,4
신목동,2
염창,2
등촌,2
증미,2
가양,3
양천향교,2
마곡나루,2
신방화,2
공항시장,2
김포공항,2
개화,6
